1.132286934987458249e+00 3.252916812643753097e+00
2.117838547762282975e+00 -3.330830691755910955e+00
-2.429808696136754875e+00 7.052247967293930886e-01
1.928091447160160454e+00 -1.564390299119026162e+00
1.741266317330340874e+00 -3.524787972348789378e+00
-3.020487961464811910e+00 2.064148111701487931e+00
1.853415549392049888e+00 -7.565581835106098829e-01
3.237454945251057037e+00 9.098294394173021826e-02
-2.369867863952444809e-01 1.782389144778964374e+00
1.363098231419341833e+00 1.344164687843065309e+00
2.792758037165504081e+00 -2.140285675232135087e+00
1.507198613707588120e+00 -2.450897780336829701e+00
-5.712220862858956583e-01 1.944104040529609945e+00
2.933340066401662671e+00 2.158006436723401311e+00
8.615263648559603471e-01 -1.404308649386577956e+00
8.427193110321422598e-01 -2.808053886069691973e+00
-4.372798779189979723e-01 -3.476044676812446443e+00
-1.204959764548291234e+00 2.404790192392089132e+00
-2.108358233561016704e+00 -1.134544551962524350e+00
-9.869706019880142289e-01 4.371341397839786924e-01
2.747488677791172229e+00 -8.196168334221819451e-01
-1.775133950398659177e+00 -1.046532471166959022e+00
9.537517712309522278e-01 3.142242882816450034e-01
-1.871341701189325635e+00 -3.743035935935138947e-01
1.720560630742832497e+00 1.113239283348858466e+00
-4.818977176822622499e-01 -2.582557362325447414e+00
1.778780452882642749e+00 -1.484281425529842879e+00
-1.147878778866483263e+00 2.850599984472758752e+00
-1.350293066654596252e+00 -3.140939010386520014e+00
4.593465112920173121e-01 2.447638599449918129e+00
-2.140639441025514511e+00 -1.966513274075733175e+00
1.395787816394676195e+00 -6.024545482261567386e-01
1.483806609301554946e+00 -1.586187860679035166e+00
4.122109973360079116e-01 2.959541033684746747e+00
1.903782066273257412e+00 2.440230487727177433e+00
-1.508103553133593178e-01 3.316443514215333010e+00
-3.728568284633342333e+00 6.652916001434459881e-02
2.744425152820366254e+00 2.781897658217663327e+00
-9.013758521356183273e-01 3.470291999570934038e+00
8.560775406111870156e-01 -2.233218796364924597e+00
-9.158312466157123577e-01 3.700831841970313008e+00
2.360483296243567342e+00 -2.763608391505016471e+00
-3.513498242754715228e+00 7.623752781517841859e-01
-2.314920773857800373e+00 -5.589301028533953941e-01
-1.958736759709440278e+00 -1.226119796441692333e+00
3.639821724929880098e+00 -2.468704383650638656e-01
7.517336605528119886e-01 -2.160424859608240045e+00
4.652313927677264593e-01 2.160724580977932074e+00
-2.603258139371419574e-02 2.945963773827324328e+00
-3.695666457230204038e+00 -1.256223422522231292e-01
-2.654031847201346661e+00 9.009729813504420148e-01
1.055004241276244148e+00 2.518154124136336769e+00
-9.942915771935790792e-01 2.182390583258850381e+00
-8.161376236965842690e-01 3.307190764730096877e+00
1.127038000622776481e+00 -1.214815276900656604e+00
-1.651226215044040213e+00 -3.124279804659688686e+00
-2.338296989856729624e+00 -1.787701701900567874e+00
-3.603070716422424269e+00 1.435171556469878817e+00
